date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:56:01	7512/7512	---MCZ	200	added ('OK')	text/html	etag:W/%224ffdfa79-1d58%22	https://introcomputing.org/image-6-grayscale.html	D:/My%20Web%20Sites/IntroComputing.org/introcomputing.org/image-6-grayscale.html	(from https://introcomputing.org/)
18:56:01	2376/2376	---MCZ	200	added ('OK')	text/html	etag:W/%224ffdf982-948%22	https://introcomputing.org/image-6-exercises.html	D:/My%20Web%20Sites/IntroComputing.org/introcomputing.org/image-6-exercises.html	(from https://introcomputing.org/)
18:56:02	13531/13531	---MCZ	200	added ('OK')	text/html	etag:W/%224ffdfb40-34db%22	https://introcomputing.org/image-7-if-logic.html	D:/My%20Web%20Sites/IntroComputing.org/introcomputing.org/image-7-if-logic.html	(from https://introcomputing.org/)
18:56:02	3535/3535	---MCZ	200	added ('OK')	text/html	etag:W/%224ffdf985-dcf%22	https://introcomputing.org/image-7-if-exercises.html	D:/My%20Web%20Sites/IntroComputing.org/introcomputing.org/image-7-if-exercises.html	(from https://introcomputing.org/)
18:56:03	8638/8638	---MCZ	200	added ('OK')	text/html	etag:W/%224ffdfa92-21be%22	https://introcomputing.org/image-8-bluescreen.html	D:/My%20Web%20Sites/IntroComputing.org/introcomputing.org/image-8-bluescreen.html	(from https://introcomputing.org/)
18:56:03	5626/5626	---MCZ	200	added ('OK')	text/html	etag:W/%224ffdfa01-15fa%22	https://introcomputing.org/image-8-exercises.html	D:/My%20Web%20Sites/IntroComputing.org/introcomputing.org/image-8-exercises.html	(from https://introcomputing.org/)
18:56:03	6741/6741	---MCZ	200	added ('OK')	text/html	etag:W/%224fff4324-1a55%22	https://introcomputing.org/image-custom-bluescreen.html	D:/My%20Web%20Sites/IntroComputing.org/introcomputing.org/image-custom-bluescreen.html	(from https://introcomputing.org/)
18:56:05	15296/15296	---MCZ	200	added ('OK')	text/html	etag:W/%224f454bc6-3bc0%22	https://introcomputing.org/hardware-1.html	D:/My%20Web%20Sites/IntroComputing.org/introcomputing.org/hardware-1.html	(from https://introcomputing.org/)
18:56:05	3213/3213	---MCZ	200	added ('OK')	text/html	etag:W/%224f4588b2-c8d%22	https://introcomputing.org/bits-bytes-1.html	D:/My%20Web%20Sites/IntroComputing.org/introcomputing.org/bits-bytes-1.html	(from https://introcomputing.org/)
18:56:08	7497/7497	---MCZ	200	added ('OK')	text/html	etag:W/%224f45842f-1d49%22	https://introcomputing.org/bits-bytes-2.html	D:/My%20Web%20Sites/IntroComputing.org/introcomputing.org/bits-bytes-2.html	(from https://introcomputing.org/)
18:56:08	7907/7907	---MCZ	200	added ('OK')	text/html	etag:W/%224f480a6f-1ee3%22	https://introcomputing.org/software-1.html	D:/My%20Web%20Sites/IntroComputing.org/introcomputing.org/software-1.html	(from https://introcomputing.org/)
18:56:09	18154/18154	---MCZ	200	added ('OK')	text/html	etag:W/%224f4bf910-46ea%22	https://introcomputing.org/software-2.html	D:/My%20Web%20Sites/IntroComputing.org/introcomputing.org/software-2.html	(from https://introcomputing.org/)
18:56:09	9592/9592	---MCZ	200	added ('OK')	text/html	etag:W/%224fff375b-2578%22	https://introcomputing.org/table-1-data.html	D:/My%20Web%20Sites/IntroComputing.org/introcomputing.org/table-1-data.html	(from https://introcomputing.org/)
18:56:10	3686/3686	---MCZ	200	added ('OK')	text/html	etag:W/%224fff36d0-e66%22	https://introcomputing.org/table-1-exercises.html	D:/My%20Web%20Sites/IntroComputing.org/introcomputing.org/table-1-exercises.html	(from https://introcomputing.org/)
18:56:11	2876/2876	---MCZ	200	added ('OK')	text/html	etag:W/%224fff3763-b3c%22	https://introcomputing.org/table-2-startswith.html	D:/My%20Web%20Sites/IntroComputing.org/introcomputing.org/table-2-startswith.html	(from https://introcomputing.org/)
18:56:11	2653/2653	---MCZ	200	added ('OK')	text/html	etag:W/%224fff36d3-a5d%22	https://introcomputing.org/table-2-exercises.html	D:/My%20Web%20Sites/IntroComputing.org/introcomputing.org/table-2-exercises.html	(from https://introcomputing.org/)
18:56:11	7640/7640	---MCZ	200	added ('OK')	text/html	etag:W/%224fff376a-1dd8%22	https://introcomputing.org/table-3-boolean.html	D:/My%20Web%20Sites/IntroComputing.org/introcomputing.org/table-3-boolean.html	(from https://introcomputing.org/)
18:56:11	3639/3639	---MCZ	200	added ('OK')	text/html	etag:W/%224fff36d7-e37%22	https://introcomputing.org/table-3-exercises.html	D:/My%20Web%20Sites/IntroComputing.org/introcomputing.org/table-3-exercises.html	(from https://introcomputing.org/)
18:56:12	5343/5343	---MCZ	200	added ('OK')	text/html	etag:W/%224fff3a5a-14df%22	https://introcomputing.org/table-4-count1.html	D:/My%20Web%20Sites/IntroComputing.org/introcomputing.org/table-4-count1.html	(from https://introcomputing.org/)
18:56:12	4072/4072	---MCZ	200	added ('OK')	text/html	etag:W/%224fff3a5a-fe8%22	https://introcomputing.org/table-4-exercises.html	D:/My%20Web%20Sites/IntroComputing.org/introcomputing.org/table-4-exercises.html	(from https://introcomputing.org/)
18:56:13	8598/8598	---MCZ	200	added ('OK')	text/html	etag:W/%224fff3a5a-2196%22	https://introcomputing.org/table-5-count2.html	D:/My%20Web%20Sites/IntroComputing.org/introcomputing.org/table-5-count2.html	(from https://introcomputing.org/)
18:56:13	3448/3448	---MCZ	200	added ('OK')	text/html	etag:W/%224fff3a5a-d78%22	https://introcomputing.org/table-5-exercises.html	D:/My%20Web%20Sites/IntroComputing.org/introcomputing.org/table-5-exercises.html	(from https://introcomputing.org/)
18:56:14	6547/6547	---MCZ	200	added ('OK')	text/html	etag:W/%225000962c-1993%22	https://introcomputing.org/simulation-1.html	D:/My%20Web%20Sites/IntroComputing.org/introcomputing.org/simulation-1.html	(from https://introcomputing.org/)
18:56:14	12051/12051	---MCZ	200	added ('OK')	text/html	etag:W/%2250009630-2f13%22	https://introcomputing.org/simulation-2.html	D:/My%20Web%20Sites/IntroComputing.org/introcomputing.org/simulation-2.html	(from https://introcomputing.org/)
18:56:18	6177/6177	---M--	200	added ('OK')	application/javascript	etag:%224f466b5c-1821%22	https://introcomputing.org/cs101-table.js	D:/My%20Web%20Sites/IntroComputing.org/introcomputing.org/cs101-table.js	(from https://introcomputing.org/image-browser-test.html)
18:56:18	31967/31967	---M--	200	added ('OK')	application/javascript	etag:%22500085fc-7cdf%22	https://introcomputing.org/cs101.js	D:/My%20Web%20Sites/IntroComputing.org/introcomputing.org/cs101.js	(from https://introcomputing.org/image-browser-test.html)
18:56:18	2913/2913	---M--	200	added ('OK')	application/javascript	etag:%22500089ba-b61%22	https://introcomputing.org/cs101-simulation.js	D:/My%20Web%20Sites/IntroComputing.org/introcomputing.org/cs101-simulation.js	(from https://introcomputing.org/image-browser-test.html)
18:56:19	13390/13390	---M--	200	added ('OK')	image/png	etag:%224f4c18c6-344e%22	https://introcomputing.org/code-1.png	D:/My%20Web%20Sites/IntroComputing.org/introcomputing.org/code-1.png	(from https://introcomputing.org/code-1-introduction.html)
18:56:22	30818/30818	---M--	200	added ('OK')	image/png	etag:%224f4c1949-7862%22	https://introcomputing.org/code-3.png	D:/My%20Web%20Sites/IntroComputing.org/introcomputing.org/code-3.png	(from https://introcomputing.org/code-1-introduction.html)
18:56:29	26535/26535	---M--	200	added ('OK')	image/jpeg	etag:%224f42cca2-67a7%22	https://introcomputing.org/moon.jpg	D:/My%20Web%20Sites/IntroComputing.org/introcomputing.org/moon.jpg	(from https://introcomputing.org/code-1-introduction.html)
18:56:29	27339/27339	---M--	200	added ('OK')	image/png	etag:%224f4c1935-6acb%22	https://introcomputing.org/code-2.png	D:/My%20Web%20Sites/IntroComputing.org/introcomputing.org/code-2.png	(from https://introcomputing.org/code-1-introduction.html)
18:56:30	3671/3671	---M--	200	added ('OK')	image/png	etag:%224f4eb732-e57%22	https://introcomputing.org/code-variable.png	D:/My%20Web%20Sites/IntroComputing.org/introcomputing.org/code-variable.png	(from https://introcomputing.org/code-2-variable.html)
18:56:31	16363/16363	---M--	200	added ('OK')	image/png	etag:%224f32f9f6-3feb%22	https://introcomputing.org/flowers-pixels.png	D:/My%20Web%20Sites/IntroComputing.org/introcomputing.org/flowers-pixels.png	(from https://introcomputing.org/image-1-introduction.html)
18:56:32	29009/29009	---M--	200	added ('OK')	image/png	etag:%224f355f8a-7151%22	https://introcomputing.org/image-diagram1.png	D:/My%20Web%20Sites/IntroComputing.org/introcomputing.org/image-diagram1.png	(from https://introcomputing.org/image-1-introduction.html)
18:56:32	158125/158125	---M--	200	added ('OK')	image/jpeg	etag:%224f397da7-269ad%22	https://introcomputing.org/banana.jpg	D:/My%20Web%20Sites/IntroComputing.org/introcomputing.org/banana.jpg	(from https://introcomputing.org/code-1-introduction.html)
18:56:33	48618/48618	---M--	200	added ('OK')	image/jpeg	etag:%224f2b6bb7-bdea%22	https://introcomputing.org/flowers.jpg	D:/My%20Web%20Sites/IntroComputing.org/introcomputing.org/flowers.jpg	(from https://introcomputing.org/image-1-introduction.html)
18:56:33	60767/60767	---M--	200	added ('OK')	image/jpeg	etag:%224f330518-ed5f%22	https://introcomputing.org/newton-prism.jpg	D:/My%20Web%20Sites/IntroComputing.org/introcomputing.org/newton-prism.jpg	(from https://introcomputing.org/image-1-introduction.html)
18:56:34	45745/45745	---M--	200	added ('OK')	image/png	etag:%224f3563ab-b2b1%22	https://introcomputing.org/image-diagram2.png	D:/My%20Web%20Sites/IntroComputing.org/introcomputing.org/image-diagram2.png	(from https://introcomputing.org/image-1-introduction.html)
18:56:43	139/139	---M--	200	added ('OK')	image/png	etag:%224f2b6be8-8b%22	https://introcomputing.org/x.png	D:/My%20Web%20Sites/IntroComputing.org/introcomputing.org/x.png	(from https://introcomputing.org/image-2-code.html)
18:56:44	3226/3226	---MCZ	200	added ('OK')	text/html	etag:W/%224f35aab3-c9a%22	https://introcomputing.org/image-functions-reference.html	D:/My%20Web%20Sites/IntroComputing.org/introcomputing.org/image-functions-reference.html	(from https://introcomputing.org/image-2-code.html)
18:56:45	64242/64242	---M--	200	added ('OK')	image/png	etag:%224f38307b-faf2%22	https://introcomputing.org/image-for.png	D:/My%20Web%20Sites/IntroComputing.org/introcomputing.org/image-for.png	(from https://introcomputing.org/image-3-loops.html)
18:56:47	64154/64154	---M--	200	added ('OK')	image/jpeg	etag:%224f3dd7ca-fa9a%22	https://introcomputing.org/golden-gate-red.jpg	D:/My%20Web%20Sites/IntroComputing.org/introcomputing.org/golden-gate-red.jpg	(from https://introcomputing.org/image-6-exercises.html)
18:56:47	9906/9906	---M--	200	added ('OK')	image/png	etag:%224f3ed39a-26b2%22	https://introcomputing.org/image-if-avg1.png	D:/My%20Web%20Sites/IntroComputing.org/introcomputing.org/image-if-avg1.png	(from https://introcomputing.org/image-7-if-logic.html)
18:56:47	12635/12635	---M--	200	added ('OK')	image/png	etag:%224f3ed40d-315b%22	https://introcomputing.org/image-if-avg2.png	D:/My%20Web%20Sites/IntroComputing.org/introcomputing.org/image-if-avg2.png	(from https://introcomputing.org/image-7-if-logic.html)
18:56:49	88327/88327	---M--	200	added ('OK')	image/jpeg	etag:%224f2b6be8-15907%22	https://introcomputing.org/stop.jpg	D:/My%20Web%20Sites/IntroComputing.org/introcomputing.org/stop.jpg	(from https://introcomputing.org/image-7-if-logic.html)
18:56:51	61535/61535	---M--	200	added ('OK')	image/jpeg	etag:%224f2b6bb7-f05f%22	https://introcomputing.org/fence-ivy.jpg	D:/My%20Web%20Sites/IntroComputing.org/introcomputing.org/fence-ivy.jpg	(from https://introcomputing.org/image-7-if-exercises.html)
18:56:53	158994/158994	---M--	200	added ('OK')	image/jpeg	etag:%224f2b6bb7-26d12%22	https://introcomputing.org/curb.jpg	D:/My%20Web%20Sites/IntroComputing.org/introcomputing.org/curb.jpg	(from https://introcomputing.org/image-7-if-logic.html)
18:56:54	67796/67796	---M--	200	added ('OK')	image/png	etag:%224f42acb1-108d4%22	https://introcomputing.org/image-bluescreen.png	D:/My%20Web%20Sites/IntroComputing.org/introcomputing.org/image-bluescreen.png	(from https://introcomputing.org/image-8-bluescreen.html)
18:56:56	276198/276198	---M--	200	added ('OK')	image/jpeg	etag:%224f2b6bb7-436e6%22	https://introcomputing.org/leaves.jpg	D:/My%20Web%20Sites/IntroComputing.org/introcomputing.org/leaves.jpg	(from https://introcomputing.org/image-8-bluescreen.html)
18:56:56	110309/110309	---M--	200	added ('OK')	image/jpeg	etag:%224f42b46a-1aee5%22	https://introcomputing.org/abby.jpg	D:/My%20Web%20Sites/IntroComputing.org/introcomputing.org/abby.jpg	(from https://introcomputing.org/image-8-bluescreen.html)
18:56:58	151032/151032	---M--	200	added ('OK')	image/jpeg	etag:%224f42ce25-24df8%22	https://introcomputing.org/yosemite.jpg	D:/My%20Web%20Sites/IntroComputing.org/introcomputing.org/yosemite.jpg	(from https://introcomputing.org/image-8-exercises.html)
18:56:58	106869/106869	---M--	200	added ('OK')	image/jpeg	etag:%224f2b6be8-1a175%22	https://introcomputing.org/paris.jpg	D:/My%20Web%20Sites/IntroComputing.org/introcomputing.org/paris.jpg	(from https://introcomputing.org/image-8-exercises.html)
18:56:59	824851/824851	---M--	200	added ('OK')	image/png	etag:%224f3c34f6-c9613%22	https://introcomputing.org/puzzle-gold.png	D:/My%20Web%20Sites/IntroComputing.org/introcomputing.org/puzzle-gold.png	(from https://introcomputing.org/image-5-puzzles.html)
18:57:01	274650/274650	---M--	200	added ('OK')	image/jpeg	etag:%224f9b0c4b-430da%22	https://introcomputing.org/redwood.jpg	D:/My%20Web%20Sites/IntroComputing.org/introcomputing.org/redwood.jpg	(from https://introcomputing.org/image-8-exercises.html)
18:57:03	84293/84293	---M--	200	added ('OK')	image/jpeg	etag:%224f9b1584-14945%22	https://introcomputing.org/striped-fish-green.jpg	D:/My%20Web%20Sites/IntroComputing.org/introcomputing.org/striped-fish-green.jpg	(from https://introcomputing.org/image-8-exercises.html)
18:57:21	0/0	---M--	301	error ('TLS%20Redirect')	text/html	date:Thu,%2024%20Jan%202019%2010:57:21%20GMT	http://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/153056995_5ef8b01016_o.jpg/776px-153056995_5ef8b01016_o.jpg	D:/My%20Web%20Sites/IntroComputing.org/upload.wikimedia.org/wikipedia/commons/thumb/c/c7/153056995_5ef8b01016_o.jpg/776px-153056995_5ef8b01016_o.4d.delayed	(from https://introcomputing.org/hardware-1.html)
18:57:22	1778/1778	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2024%20Jan%202019%2010:57:22%20GMT	https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/153056995_5ef8b01016_o.jpg/776px-153056995_5ef8b01016_o.jpg	D:/My%20Web%20Sites/IntroComputing.org/upload.wikimedia.org/wikipedia/commons/thumb/c/c7/153056995_5ef8b01016_o.jpg/776px-153056995_5ef8b01016_o.4e.delayed	(from https://introcomputing.org/hardware-1.html)
18:57:26	11774/11774	---M--	200	added ('OK')	image/png	etag:%224f2b6bb7-2dfe%22	https://introcomputing.org/hardware-diagram.png	D:/My%20Web%20Sites/IntroComputing.org/introcomputing.org/hardware-diagram.png	(from https://introcomputing.org/hardware-1.html)
18:57:45	312623/312623	---M--	200	added ('OK')	image/jpeg	etag:%224f2b6bb7-4c52f%22	https://introcomputing.org/hardware-motherboard.jpg	D:/My%20Web%20Sites/IntroComputing.org/introcomputing.org/hardware-motherboard.jpg	(from https://introcomputing.org/hardware-1.html)
18:57:57	187730/187730	---M--	200	added ('OK')	image/jpeg	etag:%224f9b0202-2dd52%22	https://introcomputing.org/striped-fish-blue.jpg	D:/My%20Web%20Sites/IntroComputing.org/introcomputing.org/striped-fish-blue.jpg	(from https://introcomputing.org/image-8-exercises.html)
18:59:23	300579/300579	---M--	200	added ('OK')	image/jpeg	etag:%224f2b6bb7-49623%22	https://introcomputing.org/hardware-memory.jpg	D:/My%20Web%20Sites/IntroComputing.org/introcomputing.org/hardware-memory.jpg	(from https://introcomputing.org/hardware-1.html)
18:59:27	91967/91967	---M--	200	added ('OK')	image/jpeg	etag:%224f2b6bb7-1673f%22	https://introcomputing.org/hardware-drive.jpg	D:/My%20Web%20Sites/IntroComputing.org/introcomputing.org/hardware-drive.jpg	(from https://introcomputing.org/hardware-1.html)
18:59:28	44740/44740	---M--	200	added ('OK')	image/jpeg	etag:%224f2b6bb7-aec4%22	https://introcomputing.org/hardware-usb-key.jpg	D:/My%20Web%20Sites/IntroComputing.org/introcomputing.org/hardware-usb-key.jpg	(from https://introcomputing.org/hardware-1.html)
18:59:29	57775/57775	---M--	200	added ('OK')	image/jpeg	etag:%224f2b6bb7-e1af%22	https://introcomputing.org/hardware-usb-key2.jpg	D:/My%20Web%20Sites/IntroComputing.org/introcomputing.org/hardware-usb-key2.jpg	(from https://introcomputing.org/hardware-1.html)
18:59:30	51732/51732	---M--	200	added ('OK')	image/jpeg	etag:%224f2b6bb7-ca14%22	https://introcomputing.org/hardware-sd-card.jpg	D:/My%20Web%20Sites/IntroComputing.org/introcomputing.org/hardware-sd-card.jpg	(from https://introcomputing.org/hardware-1.html)
18:59:34	250119/250119	---M--	200	added ('OK')	image/jpeg	etag:%224f45403b-3d107%22	https://introcomputing.org/hardware-arduino.jpg	D:/My%20Web%20Sites/IntroComputing.org/introcomputing.org/hardware-arduino.jpg	(from https://introcomputing.org/hardware-1.html)
18:59:35	38167/38167	---M--	200	added ('OK')	image/png	etag:%224f4802de-9517%22	https://introcomputing.org/software-cpu.png	D:/My%20Web%20Sites/IntroComputing.org/introcomputing.org/software-cpu.png	(from https://introcomputing.org/software-1.html)
18:59:36	41974/41974	---M--	200	added ('OK')	image/png	etag:%224f480310-a3f6%22	https://introcomputing.org/software-double-click.png	D:/My%20Web%20Sites/IntroComputing.org/introcomputing.org/software-double-click.png	(from https://introcomputing.org/software-1.html)
18:59:37	19115/19115	---M--	200	added ('OK')	image/png	etag:%224f4bfcb2-4aab%22	https://introcomputing.org/software-compiler.png	D:/My%20Web%20Sites/IntroComputing.org/introcomputing.org/software-compiler.png	(from https://introcomputing.org/software-2.html)
18:59:38	38607/38607	---M--	200	added ('OK')	image/png	etag:%224f43e515-96cf%22	https://introcomputing.org/table.png	D:/My%20Web%20Sites/IntroComputing.org/introcomputing.org/table.png	(from https://introcomputing.org/table-1-data.html)
18:59:39	114174/114174	UR-M--	200	added ('Partial%20Content')	image/jpeg	etag:%224f42cd23-1bdfe%22	https://introcomputing.org/monkey.jpg	D:/My%20Web%20Sites/IntroComputing.org/introcomputing.org/monkey.jpg	(from https://introcomputing.org/code-1-introduction.html)
19:00:08	273579/273579	UR-M--	200	added ('Partial%20Content')	image/jpeg	etag:%224f9b0b57-42cab%22	https://introcomputing.org/pebbles.jpg	D:/My%20Web%20Sites/IntroComputing.org/introcomputing.org/pebbles.jpg	(from https://introcomputing.org/image-8-exercises.html)
19:01:17	279405/279405	UR-M--	200	added ('Partial%20Content')	image/jpeg	etag:%224f2b6bb7-4436d%22	https://introcomputing.org/hardware-cpu2.jpg	D:/My%20Web%20Sites/IntroComputing.org/introcomputing.org/hardware-cpu2.jpg	(from https://introcomputing.org/hardware-1.html)
19:01:38	278030/278030	UR-M--	200	added ('Partial%20Content')	image/jpeg	etag:%224f2b6bb7-43e0e%22	https://introcomputing.org/hardware-motherboard2.jpg	D:/My%20Web%20Sites/IntroComputing.org/introcomputing.org/hardware-motherboard2.jpg	(from https://introcomputing.org/hardware-1.html)
19:01:39	257160/257160	UR-M--	200	added ('Partial%20Content')	image/jpeg	etag:%224f2b6bb7-3ec88%22	https://introcomputing.org/hardware-cpu.jpg	D:/My%20Web%20Sites/IntroComputing.org/introcomputing.org/hardware-cpu.jpg	(from https://introcomputing.org/hardware-1.html)
